tableId,correctnessAlwaysFirst,correctnessAlwaysEmpty,correctnessChen,correctnessClassifierFeatures,correctnessClassifierStacking,correctnessFindCountry,correctnessFindCountryNames,correctnessFindCrossing,correctnessFindHtmlHeader,correctnessFindHtmlStyle,correctnessTengli,numberOfColumns,numberOfRows,numberOfCells,columnsToRowsRatio,columnsToCellsRatio,rowsToColumnsRatio,rowsToCellsRatio,cellsToColumnsRatio,cellsToRowsRatio,numberOfCellsContainingCountry,percentageOfCellsContainingCountry,containsCountry,numberOfCellsContainingCountr,percentageOfCellsContainingCountr,containsCountr,numberOfNumericCells,percentageOfNumericCells,numberOfBlankCells,percentageOfBlankCells,numberOfCellsStartingWithCapitals,percentageOfCellsStartingWithCapitals,numberOfCellsAllCapitalized,percentageOfCellsAllCapitalized,numberOfCellsAllLowercase,percentageOfCellsAllLowercase,numberOfCellsWithRowspan,percentageOfCellsWithRowspan,numberOfCellsWithColspan,percentageOfCellsWithColspan,numberOfCellsWithStyleClass,percentageOfCellsWithStyleClass,numberOfCellsWithInlineStyle,percentageOfCellsWithInlineStyle,numberOfCellsWithId,percentageOfCellsWithId,numberOfCellsContainingCountryNames,percentageOfCellsContainingCountryNames,avgNumberOfWords,sdNumberOfWords,minNumberOfWords,maxNumberOfWords,avgNumberOfCharacters,sdNumberOfCharacters,minNumberOfCharacters,maxNumberOfCharacters,avgNumberOfLetters,sdNumberOfLetters,minNumberOfLetters,maxNumberOfLetters,avgNumberOfNumbers,sdNumberOfNumbers,minNumberOfNumbers,maxNumberOfNumbers,avgNumberOfPunctuationMarks,sdNumberOfPunctuationMarks,minNumberOfPunctuationMarks,maxNumberOfPunctuationMarks,avgColspanLength,sdColspanLength,minColspanLength,maxColspanLength,avgRowspanLength,sdRowspanLength,minRowspanLength,maxRowspanLength
14.html-0,true,false,false,true,false,true,true,true,false,false,false,2,208,416,0.009615384973585606,0.004807692486792803,104.0,0.5,208.0,2.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,200,0.48,0,0.0,197,0.47,0,0.0,18,0.04,398,0.96,0,0.0,0,0.0,135,0.32,2.31,4.75,1,47,12.63,28.87,2,251,12.63,28.87,2,251,0.19,0.47,0,3,0.53,1.29,0,10,0.09,0.41,0,2,0.0,0.0,0,0
indexmundipopulationbelowpovertyline.html-0,true,false,true,true,false,true,true,true,false,false,false,3,148,444,0.020270269364118576,0.006756756920367479,49.33333206176758,0.3333333432674408,148.0,3.0,1,0.0,true,1,0.0,true,294,0.66,0,0.0,150,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,140,0.32,1.09,0.41,1,5,2.86,4.74,0,33,2.86,4.74,0,33,1.92,1.64,0,4,0.02,0.18,0,3,0.0,0.0,0,0,0.0,0.0,0,0
richesttopoorestcountries.html-0,false,false,true,true,false,true,true,true,false,false,false,4,93,372,0.04301075264811516,0.01075268816202879,23.25,0.25,93.0,4.0,1,0.0,true,1,0.0,true,185,0.5,1,0.0,94,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,188,0.51,0,0.0,87,0.23,1.09,0.41,1,5,2.8,4.45,0,30,2.8,4.45,0,30,3.19,2.61,0,8,0.51,0.86,0,2,0.0,0.0,0,0,0.0,0.0,0,0
boxrec.com.html-0,true,false,true,true,false,false,true,false,false,false,false,3,44,132,0.06818182021379471,0.022727273404598236,14.666666984558105,0.3333333432674408,44.0,3.0,0,0.0,false,0,0.0,false,0,0.0,1,0.01,88,0.67,2,0.02,0,0.0,0,0.0,3,0.02,0,0.0,0,0.0,0,0.0,39,0.3,2.35,4.93,1,54,13.99,33.43,0,356,13.99,33.43,0,356,0.0,0.0,0,0,0.05,0.31,0,3,0.07,0.45,0,3,0.0,0.0,0,0
5879832_4756112924650905835-0,false,false,false,true,false,false,false,false,false,false,true,8,19,152,0.42105263471603394,0.05263157933950424,2.375,0.125,19.0,8.0,0,0.0,false,0,0.0,false,81,0.53,0,0.0,62,0.41,3,0.02,0,0.0,0,0.0,0,0.0,152,1.0,0,0.0,0,0.0,0,0.0,1.15,0.36,1,2,3.33,4.64,0,20,3.33,4.64,0,20,1.13,1.78,0,9,0.14,0.6,0,3,0.0,0.0,0,0,0.0,0.0,0,0
unc.edu.html-2,false,false,true,false,true,false,true,false,false,false,true,8,56,448,0.1428571492433548,0.01785714365541935,7.0,0.125,56.0,8.0,3,0.01,true,3,0.01,true,99,0.22,5,0.01,270,0.6,231,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.08,1.16,0.66,1,7,3.84,6.45,0,52,3.84,6.45,0,52,0.67,1.23,0,4,0.2,0.51,0,4,0.0,0.0,0,0,0.0,0.0,0,0
Landlock Countries.html-0,false,false,true,true,false,false,true,false,false,false,true,3,45,135,0.06666667014360428,0.02222222276031971,15.0,0.3333333432674408,45.0,3.0,0,0.0,false,0,0.0,false,0,0.0,37,0.27,98,0.73,0,0.0,0,0.0,0,0.0,3,0.02,132,0.98,0,0.0,0,0.0,41,0.3,1.44,1.54,1,11,8.64,9.5,0,53,8.64,9.5,0,53,0.0,0.0,0,0,0.03,0.24,0,2,0.07,0.44,0,3,0.0,0.0,0,0
unc.edu.html-3,false,false,false,false,false,false,false,false,false,false,false,8,58,464,0.13793103396892548,0.017241379246115685,7.25,0.125,58.0,8.0,4,0.01,true,4,0.01,true,100,0.22,8,0.02,272,0.59,214,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.07,1.18,0.58,1,6,3.8,5.38,0,38,3.8,5.38,0,38,0.67,1.23,0,4,0.19,0.43,0,2,0.0,0.0,0,0,0.0,0.0,0,0
36691820_7797475545141092902-0,false,false,false,true,false,false,false,false,false,false,true,8,32,256,0.25,0.03125,4.0,0.125,32.0,8.0,0,0.0,false,0,0.0,false,130,0.51,7,0.03,106,0.41,8,0.03,0,0.0,0,0.0,0,0.0,256,1.0,0,0.0,0,0.0,0,0.0,1.18,0.4,1,3,3.55,4.83,0,21,3.55,4.83,0,21,1.08,1.71,0,9,0.13,0.57,0,3,0.0,0.0,0,0,0.0,0.0,0,0
unc.edu.html-4,false,false,false,false,false,false,false,false,false,false,false,8,51,408,0.1568627506494522,0.019607843831181526,6.375,0.125,51.0,8.0,3,0.01,true,3,0.01,true,78,0.19,7,0.02,225,0.55,176,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.08,1.23,0.75,1,7,4.09,6.66,0,44,4.09,6.66,0,44,0.6,1.18,0,4,0.22,0.52,0,4,0.0,0.0,0,0,0.0,0.0,0,0
Countries exports per capita.html-0,false,false,true,false,false,false,true,false,false,false,true,4,223,892,0.017937220633029938,0.0044843051582574844,55.75,0.25,223.0,4.0,0,0.0,false,0,0.0,false,55,0.06,0,0.0,228,0.26,0,0.0,0,0.0,0,0.0,4,0.0,888,1.0,0,0.0,0,0.0,183,0.21,1.29,0.58,1,7,4.4,4.44,0,45,4.4,4.44,0,45,4.83,3.68,0,13,1.24,1.06,0,4,0.02,0.27,0,4,0.0,0.0,0,0
worldlistmania.com.html-0,false,false,true,true,false,false,true,true,false,false,true,5,21,105,0.2380952388048172,0.0476190485060215,4.199999809265137,0.20000000298023224,21.0,5.0,0,0.0,false,1,0.01,true,40,0.38,0,0.0,25,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.18,1.11,0.54,1,5,3.33,4.49,0,24,3.33,4.49,0,24,4.01,3.89,0,12,1.17,1.58,0,4,0.0,0.0,0,0,0.0,0.0,0,0
unc.edu.html-0,false,false,false,false,false,false,false,false,false,false,false,8,57,456,0.14035087823867798,0.017543859779834747,7.125,0.125,57.0,8.0,4,0.01,true,4,0.01,true,89,0.2,11,0.02,260,0.57,210,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.08,1.13,0.42,1,5,3.5,4.38,0,32,3.5,4.38,0,32,0.64,1.22,0,4,0.17,0.41,0,3,0.0,0.0,0,0,0.0,0.0,0,0
unc.edu.html-1,false,false,false,false,false,false,false,false,false,false,false,8,55,440,0.145454540848732,0.0181818176060915,6.875,0.125,55.0,8.0,3,0.01,true,3,0.01,true,93,0.21,9,0.02,253,0.57,207,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.07,1.15,0.6,1,8,3.6,5.56,0,54,3.6,5.56,0,54,0.67,1.24,0,4,0.19,0.45,0,3,0.0,0.0,0,0,0.0,0.0,0,0
ankie.com2.html-0,false,false,true,true,false,true,false,true,false,false,false,3,12,36,0.25,0.0833333358168602,4.0,0.3333333432674408,12.0,3.0,1,0.03,true,1,0.03,true,10,0.28,2,0.06,22,0.61,0,0.0,0,0.0,0,0.0,0,0.0,36,1.0,0,0.0,0,0.0,7,0.19,1.64,0.96,1,4,9.86,10.56,0,35,9.86,10.56,0,35,0.31,0.52,0,2,0.06,0.23,0,1,0.0,0.0,0,0,0.0,0.0,0,0
www.ucsusa.org.html-0,false,false,true,true,false,true,true,true,false,false,true,4,21,84,0.190476194024086,0.0476190485060215,5.25,0.25,21.0,4.0,1,0.01,true,1,0.01,true,20,0.24,0,0.0,23,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.23,1.17,0.76,1,7,3.32,6.54,0,43,3.32,6.54,0,43,1.95,1.46,0,4,0.55,0.59,0,3,0.0,0.0,0,0,0.0,0.0,0,0
relev4.html-0,true,false,true,true,false,true,true,true,false,false,true,7,214,1498,0.032710280269384384,0.004672897048294544,30.571428298950195,0.1428571492433548,214.0,7.0,1,0.0,true,1,0.0,true,4,0.0,528,0.35,214,0.14,0,0.0,0,0.0,0,0.0,0,0.0,1498,1.0,0,0.0,0,0.0,174,0.12,1.06,0.34,1,5,2.87,3.58,0,30,2.87,3.58,0,30,5.51,5.53,0,14,1.52,1.51,0,4,0.0,0.0,0,0,0.0,0.0,0,0
73321985_6428908202833505213-0,false,false,false,true,false,false,false,false,false,false,false,6,23,138,0.260869562625885,0.043478261679410934,3.8333332538604736,0.1666666716337204,23.0,6.0,0,0.0,false,0,0.0,false,66,0.48,0,0.0,50,0.36,24,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.01,1.18,0.44,1,3,3.12,5.27,0,21,3.12,5.27,0,21,1.2,1.06,0,3,0.19,0.39,0,1,0.0,0.0,0,0,0.0,0.0,0,0
cellular-news.com.html-0,true,false,false,true,false,true,true,true,false,false,false,3,53,159,0.056603774428367615,0.01886792480945587,17.66666603088379,0.3333333432674408,53.0,3.0,1,0.01,true,1,0.01,true,0,0.0,0,0.0,142,0.89,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,0.3,3.04,4.96,1,32,15.4,26.96,1,169,15.4,26.96,1,169,0.75,1.97,0,14,0.42,1.18,0,8,0.0,0.0,0,0,0.0,0.0,0,0
List of countries by GDP (nominal) per capita - Wikipedia 1.html-0,false,false,false,true,false,true,false,true,false,false,true,4,188,752,0.021276595070958138,0.005319148767739534,47.0,0.25,188.0,4.0,1,0.0,true,1,0.0,true,400,0.53,0,0.0,4,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.07,0.38,1,5,2.66,4.7,0,34,2.66,4.7,0,34,2.62,1.76,0,6,0.23,0.43,0,2,0.0,0.0,0,0,0.0,0.0,0,0
12507854_3886972562627637662-0,false,false,false,false,false,true,true,true,false,false,false,5,17,85,0.29411765933036804,0.05882352963089943,3.4000000953674316,0.20000000298023224,17.0,5.0,1,0.01,true,1,0.01,true,0,0.0,0,0.0,68,0.8,16,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.28,1.27,0.47,1,3,6.66,4.26,1,14,6.66,4.26,1,14,0.8,1.61,0,4,0.47,0.73,0,2,0.0,0.0,0,0,0.0,0.0,0,0
12846405_167324229793869046-0,false,true,false,false,true,true,true,false,false,true,false,8,13,104,0.6153846383094788,0.07692307978868484,1.625,0.125,13.0,8.0,0,0.0,false,0,0.0,false,18,0.17,31,0.3,24,0.23,0,0.0,0,0.0,0,0.0,0,0.0,64,0.62,0,0.0,0,0.0,0,0.0,1.49,0.98,1,4,4.9,8.03,0,26,4.9,8.03,0,26,1.18,1.68,0,6,0.25,0.55,0,2,0.0,0.0,0,0,0.0,0.0,0,0
33057417_7330698035402075763-0,false,false,false,true,false,false,false,false,false,false,true,8,27,216,0.29629629850387573,0.03703703731298447,3.375,0.125,27.0,8.0,0,0.0,false,0,0.0,false,113,0.52,0,0.0,94,0.44,1,0.0,0,0.0,0,0.0,0,0.0,216,1.0,0,0.0,0,0.0,0,0.0,1.17,0.39,1,3,3.73,4.94,0,18,3.73,4.94,0,18,0.9,1.13,0,9,0.06,0.34,0,3,0.0,0.0,0,0,0.0,0.0,0,0
52370630_4937228681218122729-0,false,false,false,false,false,true,false,true,false,false,false,3,99,297,0.03030303120613098,0.010101010091602802,33.0,0.3333333432674408,99.0,3.0,2,0.01,true,2,0.01,true,0,0.0,0,0.0,296,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.01,0,0.0,0,0.0,2.65,1.73,1,8,12.88,11.2,2,51,12.88,11.2,2,51,1.48,1.44,0,5,1.24,1.81,0,6,0.0,0.0,0,0,0.0,0.0,0,0
americashealthrankings.com.html-0,true,false,false,true,false,false,false,true,false,false,true,5,51,255,0.09803921729326248,0.019607843831181526,10.199999809265137,0.20000000298023224,51.0,5.0,0,0.0,false,0,0.0,false,50,0.2,50,0.2,105,0.41,0,0.0,0,0.0,0,0.0,0,0.0,50,0.2,0,0.0,0,0.0,1,0.0,1.25,0.45,1,3,4.71,5.56,0,26,4.71,5.56,0,26,1.12,1.55,0,4,0.28,0.61,0,2,0.0,0.0,0,0,0.0,0.0,0,0
min legal age of consent male.html-0,false,false,true,true,false,false,true,false,false,false,false,4,265,1060,0.015094339847564697,0.0037735849618911743,66.25,0.25,265.0,4.0,0,0.0,false,0,0.0,false,416,0.39,245,0.23,381,0.36,0,0.0,0,0.0,0,0.0,4,0.0,1056,1.0,0,0.0,0,0.0,169,0.16,1.45,3.11,1,46,4.91,17.63,0,241,4.91,17.63,0,241,0.86,1.06,0,8,0.09,0.51,0,11,0.02,0.25,0,4,0.0,0.0,0,0
52460457_3241219925634613331-0,false,false,true,false,false,false,false,false,true,false,false,3,13,39,0.23076923191547394,0.07692307978868484,4.333333492279053,0.3333333432674408,13.0,3.0,0,0.0,false,0,0.0,false,11,0.28,0,0.0,22,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.31,0,0.0,3,0.08,2.54,3.62,1,18,14.33,26.89,0,117,14.33,26.89,0,117,1.33,2.12,0,8,0.49,1.0,0,4,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (9).html-0,true,false,true,true,false,false,true,true,false,false,true,2,142,284,0.014084506779909134,0.007042253389954567,71.0,0.5,142.0,2.0,0,0.0,false,1,0.0,true,0,0.0,0,0.0,146,0.51,1,0.0,0,0.0,0,0.0,0,0.0,284,1.0,282,0.99,0,0.0,122,0.43,19.55,25.17,1,134,138.03,173.6,1,876,138.03,173.6,1,876,0.93,4.45,0,38,2.71,4.31,0,21,0.0,0.0,0,0,0.0,0.0,0,0
worldstandards.eu.txt.html-0,true,false,true,false,false,true,false,true,false,false,false,2,265,530,0.007547169923782349,0.0037735849618911743,132.5,0.5,265.0,2.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,265,0.5,0,0.0,264,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,181,0.34,1.3,0.96,1,12,7.78,7.02,4,80,7.78,7.02,4,80,0.0,0.0,0,0,0.1,0.43,0,3,0.0,0.0,0,0,0.0,0.0,0,0
87.html-0,false,false,false,true,false,true,false,true,false,false,true,4,188,752,0.021276595070958138,0.005319148767739534,47.0,0.25,188.0,4.0,1,0.0,true,1,0.0,true,400,0.53,0,0.0,4,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.07,0.38,1,5,2.66,4.7,0,34,2.66,4.7,0,34,2.62,1.76,0,6,0.23,0.43,0,2,0.0,0.0,0,0,0.0,0.0,0,0
countries climates.html-0,true,false,true,true,false,false,true,true,false,false,true,2,273,546,0.007326007355004549,0.0036630036775022745,136.5,0.5,273.0,2.0,0,0.0,false,1,0.0,true,0,0.0,0,0.0,283,0.52,0,0.0,14,0.03,0,0.0,0,0.0,546,1.0,544,1.0,0,0.0,182,0.33,7.56,10.85,1,128,50.6,70.53,1,817,50.6,70.53,1,817,0.08,0.79,0,13,1.85,2.86,0,17,0.0,0.0,0,0,0.0,0.0,0,0
2729332_3344915125875969553-0,true,false,false,true,false,false,false,false,false,false,false,5,15,75,0.3333333432674408,0.06666667014360428,3.0,0.20000000298023224,15.0,5.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,18,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,1.0,0,0.0,11,0.15,1.68,0.93,1,4,5.77,5.57,1,28,5.77,5.57,1,28,3.83,2.75,0,8,2.03,1.43,0,5,0.0,0.0,0,0,0.0,0.0,0,0
46650834_3900366917753280037-0,true,false,true,true,false,true,true,true,false,false,false,4,48,192,0.0833333358168602,0.02083333395421505,12.0,0.25,48.0,4.0,2,0.01,true,2,0.01,true,0,0.0,0,0.0,192,1.0,38,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,81,0.42,1.24,0.53,1,4,7.48,3.67,3,30,7.48,3.67,3,30,0.0,0.0,0,0,0.02,0.14,0,1,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (13).html-1,false,false,false,true,false,false,true,false,false,false,false,8,48,384,0.1666666716337204,0.02083333395421505,6.0,0.125,48.0,8.0,0,0.0,false,0,0.0,false,0,0.0,3,0.01,101,0.26,2,0.01,0,0.0,0,0.0,8,0.02,0,0.0,384,1.0,0,0.0,41,0.11,1.8,2.22,1,14,7.1,12.99,0,78,7.1,12.99,0,78,3.86,2.24,0,7,1.5,0.91,0,3,0.17,1.14,0,8,0.0,0.0,0,0
saschastab (13).html-0,false,false,false,false,false,false,false,false,false,false,false,8,49,392,0.16326530277729034,0.020408162847161293,6.125,0.125,49.0,8.0,1,0.0,true,1,0.0,true,2,0.01,104,0.27,66,0.17,2,0.01,0,0.0,0,0.0,152,0.39,0,0.0,384,0.98,0,0.0,41,0.1,1.41,1.92,1,14,4.61,11.33,0,74,4.61,11.33,0,74,1.79,2.01,0,5,1.01,0.98,0,3,1.27,1.75,0,8,0.0,0.0,0,0
system of govt by countries.html-0,false,false,true,false,false,false,true,false,false,false,true,3,234,702,0.012820512987673283,0.004273504484444857,78.0,0.3333333432674408,234.0,3.0,0,0.0,false,0,0.0,false,0,0.0,161,0.23,311,0.44,22,0.03,83,0.12,0,0.0,3,0.0,699,1.0,0,0.0,0,0.0,258,0.37,3.76,28.04,1,708,25.72,180.18,0,4514,25.72,180.18,0,4514,0.6,12.03,0,316,0.61,9.32,0,243,0.01,0.2,0,3,0.0,0.0,0,0
36160837_9126732860206983762-0,false,false,true,false,false,false,false,false,false,false,true,2,16,32,0.125,0.0625,8.0,0.5,16.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,32,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.34,6.38,6.3,1,25,52.19,56.35,4,240,52.19,56.35,4,240,0.0,0.0,0,0,4.38,5.73,0,21,0.0,0.0,0,0,0.0,0.0,0,0
Global distribution of physicians per 10000.html-0,false,false,true,false,false,false,true,false,false,false,false,3,194,582,0.015463917516171932,0.005154639016836882,64.66666412353516,0.3333333432674408,194.0,3.0,0,0.0,false,0,0.0,false,236,0.41,0,0.0,207,0.36,0,0.0,0,0.0,0,0.0,3,0.01,579,0.99,0,0.0,0,0.0,181,0.31,1.15,0.53,1,5,3.49,4.96,0,33,3.49,4.96,0,33,1.81,1.83,0,7,0.28,0.46,0,2,0.02,0.22,0,3,0.0,0.0,0,0
uspto.gov.html-0,false,true,false,false,true,true,true,false,false,false,false,18,245,4410,0.0734693855047226,0.004081632476300001,13.61111068725586,0.0555555559694767,245.0,18.0,0,0.0,false,0,0.0,false,3838,0.87,90,0.02,240,0.05,173,0.04,0,0.0,0,0.0,0,0.0,4410,1.0,708,0.16,0,0.0,148,0.03,1.02,0.22,1,5,0.59,2.54,0,32,0.59,2.54,0,32,1.82,1.42,0,7,0.01,0.18,0,6,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (4).html-0,true,false,true,true,false,true,true,true,false,false,false,2,16,32,0.125,0.0625,8.0,0.5,16.0,2.0,1,0.03,true,1,0.03,true,0,0.0,0,0.0,17,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.41,1.25,0.67,1,4,5.31,5.49,1,24,5.31,5.49,1,24,1.59,1.7,0,6,0.56,0.67,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Global suicide rates.html-0,false,false,true,false,false,false,true,false,false,false,true,5,100,500,0.05000000074505806,0.009999999776482582,20.0,0.20000000298023224,100.0,5.0,0,0.0,false,0,0.0,false,132,0.26,0,0.0,104,0.21,0,0.0,0,0.0,0,0.0,5,0.01,495,0.99,0,0.0,0,0.0,93,0.19,1.06,0.31,1,5,2.32,3.72,0,32,2.32,3.72,0,32,2.26,1.42,0,4,0.53,0.5,0,1,0.05,0.5,0,5,0.0,0.0,0,0
thisismoney.co.uk.html-0,false,false,true,true,false,true,true,true,false,false,true,4,11,44,0.3636363744735718,0.09090909361839294,2.75,0.25,11.0,4.0,1,0.02,true,1,0.02,true,10,0.23,0,0.0,24,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.3,0,0.0,10,0.23,1.11,0.49,1,4,4.36,4.6,0,23,4.36,4.6,0,23,0.66,0.81,0,2,0.02,0.15,0,1,0.0,0.0,0,0,0.0,0.0,0,0
umn.edu.html-0,false,false,false,false,false,false,false,false,false,false,false,3,13,39,0.23076923191547394,0.07692307978868484,4.333333492279053,0.3333333432674408,13.0,3.0,1,0.03,true,1,0.03,true,0,0.0,0,0.0,23,0.59,1,0.03,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,13,0.33,2.26,2.97,1,13,10.64,15.9,1,68,10.64,15.9,1,68,1.56,2.7,0,7,0.92,1.63,0,7,0.23,0.81,0,3,0.0,0.0,0,0
alldownunder.com.html-0,true,false,true,true,false,true,false,true,false,false,false,5,18,90,0.2777777910232544,0.0555555559694767,3.5999999046325684,0.20000000298023224,18.0,5.0,1,0.01,true,1,0.01,true,0,0.0,0,0.0,19,0.21,0,0.0,0,0.0,0,0.0,5,0.06,5,0.06,3,0.03,0,0.0,10,0.11,1.7,1.44,1,7,5.61,9.25,1,41,5.61,9.25,1,41,4.18,3.04,0,10,1.3,0.8,0,3,0.28,1.15,0,5,0.0,0.0,0,0
93.html-0,true,false,false,true,false,false,false,false,false,false,false,3,67,201,0.04477611929178238,0.014925372786819935,22.33333396911621,0.3333333432674408,67.0,3.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,69,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.68,1.23,1,9,10.26,10.7,1,61,10.26,10.7,1,61,0.67,1.03,0,4,0.41,0.57,0,3,0.0,0.0,0,0,0.0,0.0,0,0
88.html-0,false,false,false,true,false,true,false,true,false,false,true,4,220,880,0.0181818176060915,0.004545454401522875,55.0,0.25,220.0,4.0,1,0.0,true,1,0.0,true,233,0.26,0,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.09,0.41,1,5,3.98,4.7,0,34,3.98,4.7,0,34,2.61,1.82,0,6,0.47,0.5,0,2,0.0,0.0,0,0,0.0,0.0,0,0
Countries software piracy rates.html-0,true,false,true,true,false,true,true,true,false,false,false,6,112,672,0.0535714291036129,0.008928571827709675,18.66666603088379,0.1666666716337204,112.0,6.0,1,0.0,true,1,0.0,true,555,0.83,0,0.0,117,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,0.16,1.04,0.29,1,4,1.39,3.28,0,18,1.39,3.28,0,18,1.65,0.78,0,4,0.02,0.26,0,3,0.0,0.0,0,0,0.0,0.0,0,0
9472862_5061157939236877877-0,true,false,false,true,false,true,false,true,false,false,false,2,11,22,0.1818181872367859,0.09090909361839294,5.5,0.5,11.0,2.0,1,0.05,true,1,0.05,true,10,0.45,0,0.0,12,0.55,0,0.0,0,0.0,0,0.0,0,0.0,22,1.0,0,0.0,0,0.0,3,0.14,1.91,1.44,1,5,7.91,9.15,0,25,7.91,9.15,0,25,1.45,1.57,0,4,0.45,0.74,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Global hunger index.html-0,true,false,true,true,false,true,true,true,false,false,false,5,131,655,0.038167938590049744,0.007633587811142206,26.200000762939453,0.20000000298023224,131.0,5.0,1,0.0,true,1,0.0,true,43,0.07,0,0.0,135,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,117,0.18,1.41,0.88,1,7,4.22,4.58,0,25,4.22,4.58,0,25,1.64,1.44,0,12,0.62,0.58,0,4,0.0,0.0,0,0,0.0,0.0,0,0
87959946_6445394348146749893-0,false,false,true,true,false,true,true,false,false,false,false,4,12,48,0.3333333432674408,0.0833333358168602,3.0,0.25,12.0,4.0,1,0.02,true,1,0.02,true,11,0.23,0,0.0,25,0.52,2,0.04,0,0.0,0,0.0,0,0.0,0,0.0,4,0.08,0,0.0,8,0.17,1.4,0.82,1,5,5.33,6.03,0,27,5.33,6.03,0,27,0.92,1.13,0,4,0.29,0.5,0,2,0.0,0.0,0,0,0.0,0.0,0,0
www.thecountriesof.com-top-10-countries-with-most-facebook-users.html-0,false,false,false,true,false,true,true,true,false,false,false,4,11,44,0.3636363744735718,0.09090909361839294,2.75,0.25,11.0,4.0,1,0.02,true,1,0.02,true,0,0.0,0,0.0,14,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,0.95,0,0.0,10,0.23,1.2,0.76,1,5,4.3,5.08,1,24,4.3,5.08,1,24,4.25,3.94,0,10,1.25,0.89,0,3,0.0,0.0,0,0,0.0,0.0,0,0
91184501_6216797092310260282-0,false,false,true,true,false,true,true,false,false,false,false,4,33,132,0.12121212482452393,0.03030303120613098,8.25,0.25,33.0,4.0,1,0.01,true,1,0.01,true,0,0.0,29,0.22,92,0.7,3,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,0.24,1.56,0.54,1,3,7.88,5.71,0,20,7.88,5.71,0,20,0.8,1.69,0,6,0.08,0.28,0,1,0.0,0.0,0,0,0.0,0.0,0,0
searchdatacenter.techtarget.com.html-0,false,false,false,true,false,false,false,false,false,false,false,5,207,1035,0.02415458858013153,0.004830917809158564,41.400001525878906,0.20000000298023224,207.0,5.0,1,0.0,true,1,0.0,true,364,0.35,24,0.02,598,0.58,47,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,348,0.34,1.17,0.46,1,5,4.45,5.12,0,30,4.45,5.12,0,30,1.13,1.58,0,9,0.33,0.81,0,9,0.0,0.0,0,0,0.0,0.0,0,0
